class,filename,width,height,ratio
cat,cat_0233.jpg,193,336,0.5744047619047619
cat,cat_0234.jpg,456,208,2.1923076923076925
cat,cat_0235.jpg,385,380,1.013157894736842
cat,cat_0236.jpg,294,264,1.1136363636363635
cat,cat_0237.jpg,354,296,1.195945945945946
cat,cat_0238.jpg,217,248,0.875
cat,cat_0239.jpg,207,125,1.656
cat,cat_0240.jpg,360,323,1.1145510835913313
cat,cat_0241.jpg,301,367,0.8201634877384196
cat,cat_0242.jpg,378,474,0.7974683544303798
cat,cat_0243.jpg,187,197,0.949238578680203
cat,cat_0244.jpg,342,341,1.002932551319648
cat,cat_0245.jpg,372,212,1.7547169811320755
cat,cat_0246.jpg,199,161,1.236024844720497
cat,cat_0247.jpg,387,245,1.579591836734694
cat,cat_0248.jpg,434,234,1.8547008547008548
cat,cat_0249.jpg,333,275,1.210909090909091
cat,cat_0250.jpg,224,301,0.7441860465116279
cat,cat_0251.jpg,464,330,1.406060606060606
cat,cat_0252.jpg,247,167,1.4790419161676647
cat,cat_0253.jpg,203,458,0.4432314410480349
cat,cat_0254.jpg,455,332,1.3704819277108433
cat,cat_0255.jpg,195,203,0.9605911330049262
cat,cat_0256.jpg,165,192,0.859375
cat,cat_0257.jpg,426,454,0.9383259911894273
cat,cat_0258.jpg,163,175,0.9314285714285714
cat,cat_0259.jpg,189,208,0.9086538461538461
cat,cat_0260.jpg,293,232,1.2629310344827587
cat,cat_0261.jpg,188,178,1.0561797752808988
cat,cat_0262.jpg,242,467,0.5182012847965739
cat,cat_0263.jpg,280,309,0.9061488673139159
cat,cat_0264.jpg,444,324,1.3703703703703705
cat,cat_0265.jpg,198,331,0.5981873111782477
cat,cat_0266.jpg,464,390,1.1897435897435897
cat,cat_0267.jpg,272,292,0.9315068493150684
cat,cat_0268.jpg,161,286,0.5629370629370629
cat,cat_0269.jpg,223,244,0.9139344262295082
cat,cat_0270.jpg,442,363,1.2176308539944904
cat,cat_0271.jpg,425,353,1.2039660056657224
cat,cat_0272.jpg,243,281,0.8647686832740213
cat,cat_0273.jpg,323,393,0.821882951653944
cat,cat_0274.jpg,205,177,1.1581920903954803
cat,cat_0275.jpg,267,414,0.644927536231884
cat,cat_0276.jpg,282,482,0.5850622406639004
cat,cat_0277.jpg,191,355,0.5380281690140845
cat,cat_0278.jpg,395,226,1.747787610619469
cat,cat_0279.jpg,453,415,1.091566265060241
cat,cat_0280.jpg,227,175,1.2971428571428572
cat,cat_0281.jpg,335,163,2.0552147239263805
cat,cat_0282.jpg,205,441,0.46485260770975056
cat,cat_0283.jpg,493,346,1.4248554913294798
cat,cat_0284.jpg,474,304,1.5592105263157894
cat,cat_0285.jpg,115,189,0.6084656084656085
cat,cat_0286.jpg,144,146,0.9863013698630136
cat,cat_0287.jpg,486,329,1.4772036474164134
cat,cat_0288.jpg,299,190,1.5736842105263158
cat,cat_0289.jpg,240,248,0.967741935483871
cat,cat_0290.jpg,301,206,1.4611650485436893
cat,cat_0291.jpg,313,227,1.3788546255506609
cat,cat_0292.jpg,107,163,0.656441717791411
cat,cat_0293.jpg,178,252,0.7063492063492064
cat,cat_0294.jpg,484,369,1.3116531165311653
cat,cat_0295.jpg,498,344,1.447674418604651
cat,cat_0296.jpg,107,93,1.1505376344086022
cat,cat_0297.jpg,482,484,0.9958677685950413
cat,cat_0298.jpg,170,258,0.6589147286821705
cat,cat_0299.jpg,356,282,1.2624113475177305
cat,cat_0300.jpg,222,149,1.4899328859060403
cat,cat_0301.jpg,193,337,0.5727002967359051
cat,cat_0302.jpg,280,368,0.7608695652173914
cat,cat_0303.jpg,378,271,1.3948339483394834
cat,cat_0304.jpg,491,382,1.2853403141361257
cat,cat_0305.jpg,419,372,1.1263440860215055
cat,cat_0306.jpg,151,198,0.7626262626262627
cat,cat_0307.jpg,383,468,0.8183760683760684
cat,cat_0308.jpg,132,178,0.7415730337078652
cat,cat_0309.jpg,329,287,1.146341463414634
cat,cat_0310.jpg,356,212,1.679245283018868
cat,cat_0311.jpg,413,194,2.1288659793814433
cat,cat_0312.jpg,434,348,1.2471264367816093
cat,cat_0313.jpg,291,337,0.8635014836795252
cat,cat_0314.jpg,280,250,1.12
cat,cat_0315.jpg,346,267,1.2958801498127341
cat,cat_0316.jpg,247,350,0.7057142857142857
cat,cat_0317.jpg,476,385,1.2363636363636363
cat,cat_0318.jpg,494,351,1.4074074074074074
cat,cat_0319.jpg,493,464,1.0625
cat,cat_0320.jpg,499,354,1.4096045197740112
cat,cat_0321.jpg,438,344,1.2732558139534884
cat,cat_0322.jpg,181,140,1.292857142857143
cat,cat_0323.jpg,325,188,1.7287234042553192
cat,cat_0324.jpg,215,261,0.8237547892720306
cat,cat_0325.jpg,450,210,2.142857142857143
cat,cat_0326.jpg,321,280,1.1464285714285714
cat,cat_0327.jpg,450,319,1.4106583072100314
cat,cat_0328.jpg,168,132,1.2727272727272727
cat,cat_0329.jpg,166,106,1.5660377358490567
cat,cat_0330.jpg,259,380,0.6815789473684211
cat,cat_0331.jpg,171,79,2.1645569620253164
cat,cat_0332.jpg,240,357,0.6722689075630253
cat,cat_0333.jpg,291,336,0.8660714285714286
cat,cat_0334.jpg,248,182,1.3626373626373627
cat,cat_0335.jpg,324,317,1.0220820189274449
cat,cat_0336.jpg,198,144,1.375
cat,cat_0337.jpg,475,257,1.8482490272373542
cat,cat_0338.jpg,330,371,0.889487870619946
cat,cat_0339.jpg,442,299,1.4782608695652173
cat,cat_0340.jpg,257,367,0.7002724795640327
cat,cat_0341.jpg,473,368,1.2853260869565217
cat,cat_0342.jpg,303,178,1.702247191011236
cat,cat_0343.jpg,255,163,1.5644171779141105
cat,cat_0344.jpg,433,442,0.9796380090497737
cat,cat_0345.jpg,188,136,1.3823529411764706
cat,cat_0346.jpg,190,229,0.8296943231441049
cat,cat_0347.jpg,281,365,0.7698630136986301
cat,cat_0348.jpg,358,464,0.771551724137931
cat,cat_0349.jpg,416,309,1.3462783171521036
cat,cat_0350.jpg,401,459,0.8736383442265795
cat,cat_0351.jpg,67,73,0.9178082191780822
cat,cat_0352.jpg,303,383,0.7911227154046997
cat,cat_0353.jpg,325,375,0.8666666666666667
cat,cat_0354.jpg,278,497,0.5593561368209256
cat,cat_0355.jpg,266,198,1.3434343434343434
cat,cat_0356.jpg,475,373,1.2734584450402144
cat,cat_0357.jpg,358,457,0.7833698030634574
cat,cat_0358.jpg,330,281,1.1743772241992882
cat,cat_0359.jpg,283,272,1.0404411764705883
cat,cat_0360.jpg,307,499,0.6152304609218436
cat,cat_0361.jpg,454,385,1.1792207792207792
cat,cat_0362.jpg,185,156,1.185897435897436
cat,cat_0363.jpg,365,274,1.332116788321168
cat,cat_0364.jpg,478,411,1.1630170316301702
cat,cat_0365.jpg,206,298,0.6912751677852349
cat,cat_0366.jpg,119,159,0.7484276729559748
cat,cat_0367.jpg,165,158,1.0443037974683544
cat,cat_0368.jpg,400,341,1.1730205278592376
cat,cat_0369.jpg,473,235,2.0127659574468084
cat,cat_0370.jpg,364,329,1.1063829787234043
cat,cat_0371.jpg,385,318,1.2106918238993711
cat,cat_0372.jpg,331,485,0.6824742268041237
cat,cat_0373.jpg,459,352,1.3039772727272727
cat,cat_0374.jpg,361,304,1.1875
cat,cat_0375.jpg,292,315,0.926984126984127
cat,cat_0376.jpg,249,280,0.8892857142857142
cat,cat_0377.jpg,314,388,0.8092783505154639
cat,cat_0378.jpg,256,177,1.4463276836158192
cat,cat_0379.jpg,198,273,0.7252747252747253
cat,cat_0380.jpg,430,447,0.9619686800894854
cat,cat_0381.jpg,490,314,1.5605095541401275
cat,cat_0382.jpg,343,437,0.7848970251716247
cat,cat_0383.jpg,264,295,0.8949152542372881
cat,cat_0384.jpg,273,230,1.1869565217391305
cat,cat_0385.jpg,193,195,0.9897435897435898
cat,cat_0386.jpg,440,312,1.4102564102564104
cat,cat_0387.jpg,278,305,0.9114754098360656
cat,cat_0388.jpg,401,372,1.0779569892473118
cat,cat_0389.jpg,394,405,0.9728395061728395
cat,cat_0390.jpg,378,172,2.197674418604651
cat,cat_0391.jpg,254,331,0.7673716012084593
cat,cat_0392.jpg,428,298,1.436241610738255
cat,cat_0393.jpg,435,297,1.4646464646464648
cat,cat_0394.jpg,216,297,0.7272727272727273
cat,cat_0395.jpg,439,299,1.4682274247491638
cat,cat_0396.jpg,199,127,1.5669291338582678
cat,cat_0397.jpg,303,264,1.1477272727272727
cat,cat_0398.jpg,333,280,1.1892857142857143
cat,cat_0399.jpg,214,316,0.6772151898734177
cat,cat_0400.jpg,194,137,1.416058394160584
cat,cat_0401.jpg,435,226,1.924778761061947
cat,cat_0402.jpg,339,333,1.018018018018018
cat,cat_0403.jpg,434,323,1.3436532507739938
cat,cat_0404.jpg,439,478,0.9184100418410042
cat,cat_0405.jpg,333,458,0.7270742358078602
cat,cat_0406.jpg,465,236,1.9703389830508475
cat,cat_0407.jpg,328,233,1.407725321888412
cat,cat_0408.jpg,430,334,1.2874251497005988
cat,cat_0409.jpg,360,469,0.767590618336887
cat,cat_0410.jpg,454,369,1.2303523035230353
cat,cat_0411.jpg,235,226,1.0398230088495575
cat,cat_0412.jpg,472,460,1.0260869565217392
cat,cat_0413.jpg,109,187,0.5828877005347594
cat,cat_0414.jpg,283,238,1.1890756302521008
cat,cat_0415.jpg,315,483,0.6521739130434783
cat,cat_0416.jpg,435,375,1.16
cat,cat_0417.jpg,112,82,1.3658536585365855
cat,cat_0418.jpg,171,223,0.7668161434977578
cat,cat_0419.jpg,392,327,1.198776758409786
cat,cat_0420.jpg,272,263,1.0342205323193916
cat,cat_0421.jpg,432,369,1.170731707317073
cat,cat_0422.jpg,346,353,0.9801699716713881
cat,cat_0423.jpg,239,367,0.6512261580381471
cat,cat_0424.jpg,264,193,1.3678756476683938
cat,cat_0425.jpg,223,159,1.4025157232704402
cat,cat_0426.jpg,371,369,1.005420054200542
cat,cat_0427.jpg,129,192,0.671875
cat,cat_0428.jpg,450,219,2.0547945205479454
cat,cat_0429.jpg,154,125,1.232
cat,cat_0430.jpg,161,260,0.6192307692307693
cat,cat_0431.jpg,471,339,1.3893805309734513
cat,cat_0432.jpg,307,372,0.8252688172043011
cat,cat_0433.jpg,332,374,0.8877005347593583
cat,cat_0434.jpg,274,254,1.078740157480315
cat,cat_0435.jpg,307,359,0.8551532033426184
cat,cat_0436.jpg,434,353,1.2294617563739376
cat,cat_0437.jpg,459,223,2.0582959641255605
cat,cat_0438.jpg,360,320,1.125
cat,cat_0439.jpg,353,237,1.489451476793249
cat,cat_0440.jpg,454,318,1.4276729559748427
cat,cat_0441.jpg,347,464,0.7478448275862069
cat,cat_0442.jpg,429,368,1.1657608695652173
cat,cat_0443.jpg,450,307,1.4657980456026058
cat,cat_0444.jpg,266,350,0.76
cat,cat_0445.jpg,256,436,0.5871559633027523
cat,cat_0446.jpg,325,320,1.015625
cat,cat_0447.jpg,143,135,1.0592592592592593
cat,cat_0448.jpg,358,438,0.817351598173516
cat,cat_0449.jpg,448,255,1.7568627450980392
cat,cat_0450.jpg,409,368,1.111413043478261
cat,cat_0451.jpg,306,269,1.137546468401487
cat,cat_0452.jpg,217,219,0.9908675799086758
cat,cat_0453.jpg,223,327,0.6819571865443425
cat,cat_0454.jpg,185,203,0.9113300492610837
cat,cat_0455.jpg,491,322,1.5248447204968945
cat,cat_0456.jpg,442,333,1.3273273273273274
cat,cat_0457.jpg,335,223,1.5022421524663676
cat,cat_0458.jpg,295,342,0.8625730994152047
cat,cat_0459.jpg,350,457,0.7658643326039387
cat,cat_0460.jpg,479,471,1.0169851380042463
cat,cat_0461.jpg,387,373,1.0375335120643432
cat,cat_0462.jpg,271,441,0.6145124716553289
cat,cat_0463.jpg,310,493,0.6288032454361054
cat,cat_0464.jpg,307,459,0.6688453159041394
cat,cat_0465.jpg,496,499,0.9939879759519038
cat,cat_0466.jpg,151,173,0.8728323699421965
cat,cat_0467.jpg,309,339,0.911504424778761
cat,cat_0468.jpg,348,359,0.9693593314763231
cat,cat_0469.jpg,415,212,1.9575471698113207
cat,cat_0470.jpg,293,329,0.8905775075987842
cat,cat_0471.jpg,318,270,1.1777777777777778
cat,cat_0472.jpg,366,413,0.8861985472154964
cat,cat_0473.jpg,220,264,0.8333333333333334
cat,cat_0474.jpg,167,208,0.8028846153846154
cat,cat_0475.jpg,332,259,1.281853281853282
cat,cat_0476.jpg,377,370,1.018918918918919
cat,cat_0477.jpg,342,231,1.4805194805194806
cat,cat_0478.jpg,170,338,0.5029585798816568
cat,cat_0479.jpg,435,378,1.1507936507936507
cat,cat_0480.jpg,473,490,0.9653061224489796
cat,cat_0481.jpg,260,201,1.2935323383084578
cat,cat_0482.jpg,349,195,1.7897435897435898
cat,cat_0483.jpg,340,344,0.9883720930232558
cat,cat_0484.jpg,433,251,1.7250996015936255
cat,cat_0485.jpg,238,364,0.6538461538461539
cat,cat_0486.jpg,294,441,0.6666666666666666
cat,cat_0487.jpg,276,330,0.8363636363636363
cat,cat_0488.jpg,118,201,0.5870646766169154
cat,cat_0489.jpg,231,192,1.203125
cat,cat_0490.jpg,222,211,1.052132701421801
cat,cat_0491.jpg,254,270,0.9407407407407408
cat,cat_0492.jpg,468,331,1.4138972809667674
cat,cat_0493.jpg,346,467,0.7408993576017131
cat,cat_0494.jpg,425,372,1.14247311827957
cat,cat_0495.jpg,441,366,1.2049180327868851
cat,cat_0496.jpg,301,195,1.5435897435897437
cat,cat_0497.jpg,183,161,1.1366459627329193
cat,cat_0498.jpg,478,371,1.2884097035040432
cat,cat_0499.jpg,230,233,0.9871244635193133
cat,cat_0500.jpg,491,335,1.4656716417910447
cat,cat_0501.jpg,355,479,0.7411273486430062
cat,cat_0502.jpg,314,490,0.6408163265306123
cat,cat_0503.jpg,343,295,1.1627118644067798
cat,cat_0504.jpg,227,148,1.5337837837837838
cat,cat_0505.jpg,183,281,0.6512455516014235
cat,cat_0506.jpg,256,291,0.8797250859106529
cat,cat_0507.jpg,290,357,0.8123249299719888
cat,cat_0508.jpg,286,178,1.6067415730337078
cat,cat_0509.jpg,387,266,1.4548872180451127
cat,cat_0510.jpg,396,358,1.106145251396648
cat,cat_0511.jpg,189,273,0.6923076923076923
cat,cat_0512.jpg,263,324,0.8117283950617284
cat,cat_0513.jpg,298,382,0.7801047120418848
cat,cat_0514.jpg,291,229,1.2707423580786026
cat,cat_0515.jpg,150,242,0.6198347107438017
cat,cat_0516.jpg,429,368,1.1657608695652173
cat,cat_0517.jpg,463,499,0.9278557114228457
cat,cat_0518.jpg,122,114,1.0701754385964912
cat,cat_0519.jpg,480,374,1.2834224598930482
cat,cat_0520.jpg,361,248,1.4556451612903225
cat,cat_0521.jpg,365,477,0.7651991614255765
cat,cat_0522.jpg,154,177,0.8700564971751412
cat,cat_0523.jpg,281,324,0.8672839506172839
cat,cat_0524.jpg,281,314,0.8949044585987261
cat,cat_0525.jpg,485,243,1.9958847736625513
cat,cat_0526.jpg,326,466,0.6995708154506438
cat,cat_0527.jpg,300,445,0.6741573033707865
cat,cat_0528.jpg,415,277,1.4981949458483754
cat,cat_0529.jpg,461,419,1.100238663484487
cat,cat_0530.jpg,246,286,0.8601398601398601
cat,cat_0531.jpg,139,143,0.972027972027972
cat,cat_0532.jpg,293,144,2.0347222222222223
cat,cat_0533.jpg,238,157,1.515923566878981
cat,cat_0534.jpg,388,275,1.410909090909091
cat,cat_0535.jpg,393,257,1.5291828793774318
cat,cat_0536.jpg,179,212,0.8443396226415094
cat,cat_0537.jpg,290,383,0.7571801566579635
cat,cat_0538.jpg,242,214,1.1308411214953271
cat,cat_0539.jpg,254,386,0.6580310880829016
cat,cat_0540.jpg,473,372,1.271505376344086
cat,cat_0541.jpg,136,93,1.4623655913978495
cat,cat_0542.jpg,242,456,0.5307017543859649
cat,cat_0543.jpg,173,375,0.4613333333333333
cat,cat_0544.jpg,118,172,0.686046511627907
cat,cat_0545.jpg,192,165,1.1636363636363636
cat,cat_0546.jpg,185,303,0.6105610561056105
cat,cat_0547.jpg,225,414,0.5434782608695652
cat,cat_0548.jpg,416,361,1.1523545706371192
cat,cat_0549.jpg,469,399,1.1754385964912282
cat,cat_0550.jpg,233,316,0.7373417721518988
cat,cat_0551.jpg,216,298,0.7248322147651006
cat,cat_0552.jpg,433,466,0.9291845493562232
cat,cat_0553.jpg,489,464,1.0538793103448276
cat,cat_0554.jpg,106,215,0.4930232558139535
cat,cat_0555.jpg,317,297,1.0673400673400673
cat,cat_0556.jpg,247,366,0.674863387978142
cat,cat_0557.jpg,400,478,0.8368200836820083
cat,cat_0558.jpg,281,352,0.7982954545454546
cat,cat_0559.jpg,401,370,1.0837837837837838
cat,cat_0560.jpg,258,434,0.5944700460829493
cat,cat_0561.jpg,427,336,1.2708333333333333
cat,cat_0562.jpg,246,291,0.845360824742268
cat,cat_0563.jpg,229,222,1.0315315315315314
cat,cat_0564.jpg,286,340,0.8411764705882353
cat,cat_0565.jpg,195,262,0.7442748091603053
cat,cat_0566.jpg,358,253,1.4150197628458498
cat,cat_0567.jpg,358,485,0.7381443298969073
cat,cat_0568.jpg,287,371,0.7735849056603774
cat,cat_0569.jpg,474,449,1.0556792873051224
cat,cat_0570.jpg,443,373,1.1876675603217157
cat,cat_0571.jpg,188,350,0.5371428571428571
cat,cat_0572.jpg,150,161,0.9316770186335404
cat,cat_0573.jpg,408,412,0.9902912621359223
cat,cat_0574.jpg,239,279,0.8566308243727598
cat,cat_0575.jpg,225,144,1.5625
cat,cat_0576.jpg,274,357,0.7675070028011205
cat,cat_0577.jpg,398,443,0.8984198645598194
cat,cat_0578.jpg,299,289,1.0346020761245676
cat,cat_0579.jpg,289,302,0.956953642384106
cat,cat_0580.jpg,162,143,1.132867132867133
cat,cat_0581.jpg,315,267,1.1797752808988764
cat,cat_0582.jpg,358,414,0.8647342995169082
cat,cat_0583.jpg,283,377,0.7506631299734748
cat,cat_0584.jpg,475,309,1.5372168284789645
cat,cat_0585.jpg,475,473,1.0042283298097252
cat,cat_0586.jpg,284,223,1.2735426008968609
cat,cat_0587.jpg,146,135,1.0814814814814815
cat,cat_0588.jpg,209,415,0.5036144578313253
cat,cat_0589.jpg,367,418,0.8779904306220095
cat,cat_0590.jpg,341,203,1.6798029556650247
cat,cat_0591.jpg,473,298,1.587248322147651
cat,cat_0592.jpg,95,171,0.5555555555555556
cat,cat_0593.jpg,267,362,0.7375690607734806
cat,cat_0594.jpg,319,146,2.184931506849315
cat,cat_0595.jpg,396,372,1.064516129032258
cat,cat_0596.jpg,459,296,1.5506756756756757
cat,cat_0597.jpg,273,325,0.84
cat,cat_0598.jpg,426,190,2.2421052631578946
cat,cat_0599.jpg,345,372,0.9274193548387096
cat,cat_0600.jpg,238,368,0.6467391304347826
cat,cat_0601.jpg,253,273,0.9267399267399268
cat,cat_0602.jpg,475,397,1.1964735516372795
cat,cat_0603.jpg,256,313,0.8178913738019169
cat,cat_0604.jpg,204,436,0.46788990825688076
cat,cat_0605.jpg,456,412,1.1067961165048543
cat,cat_0606.jpg,384,372,1.032258064516129
cat,cat_0607.jpg,271,269,1.0074349442379182
cat,cat_0608.jpg,280,438,0.639269406392694
cat,cat_0609.jpg,276,289,0.9550173010380623
cat,cat_0610.jpg,215,208,1.0336538461538463
cat,cat_0611.jpg,331,271,1.2214022140221403
cat,cat_0612.jpg,476,289,1.6470588235294117
cat,cat_0613.jpg,340,339,1.0029498525073746
cat,cat_0614.jpg,231,351,0.6581196581196581
cat,cat_0615.jpg,422,260,1.623076923076923
cat,cat_0616.jpg,385,379,1.0158311345646438
cat,cat_0617.jpg,234,334,0.7005988023952096
cat,cat_0618.jpg,367,275,1.3345454545454545
cat,cat_0619.jpg,339,266,1.2744360902255638
cat,cat_0620.jpg,210,308,0.6818181818181818
cat,cat_0621.jpg,265,326,0.8128834355828221
cat,cat_0622.jpg,363,360,1.0083333333333333
cat,cat_0623.jpg,383,267,1.4344569288389513
cat,cat_0624.jpg,232,364,0.6373626373626373
cat,cat_0625.jpg,124,181,0.6850828729281768
cat,cat_0626.jpg,237,262,0.9045801526717557
cat,cat_0627.jpg,340,359,0.947075208913649
cat,cat_0628.jpg,307,325,0.9446153846153846
cat,cat_0629.jpg,345,269,1.2825278810408922
cat,cat_0630.jpg,425,455,0.9340659340659341
cat,cat_0631.jpg,420,330,1.2727272727272727
cat,cat_0632.jpg,289,320,0.903125
cat,cat_0633.jpg,87,98,0.8877551020408163
cat,cat_0634.jpg,406,325,1.2492307692307691
cat,cat_0635.jpg,444,330,1.3454545454545455
cat,cat_0636.jpg,411,200,2.055
cat,cat_0637.jpg,395,363,1.0881542699724518
cat,cat_0638.jpg,342,235,1.4553191489361703
cat,cat_0639.jpg,261,294,0.8877551020408163
cat,cat_0640.jpg,340,355,0.9577464788732394
cat,cat_0641.jpg,318,169,1.8816568047337279
cat,cat_0642.jpg,482,374,1.2887700534759359
cat,cat_0643.jpg,328,459,0.7145969498910676
cat,cat_0644.jpg,101,148,0.6824324324324325
cat,cat_0645.jpg,438,334,1.311377245508982
cat,cat_0646.jpg,493,374,1.3181818181818181
cat,cat_0647.jpg,271,294,0.9217687074829932
cat,cat_0648.jpg,435,337,1.2908011869436202
cat,cat_0649.jpg,278,184,1.5108695652173914
cat,cat_0650.jpg,335,254,1.3188976377952757
cat,cat_0651.jpg,478,340,1.4058823529411764
cat,cat_0652.jpg,213,323,0.6594427244582043
cat,cat_0653.jpg,197,230,0.8565217391304348
cat,cat_0654.jpg,193,282,0.6843971631205674
cat,cat_0655.jpg,281,171,1.6432748538011697
cat,cat_0656.jpg,221,266,0.8308270676691729
cat,cat_0657.jpg,430,369,1.165311653116531
cat,cat_0658.jpg,222,376,0.5904255319148937
cat,cat_0659.jpg,429,194,2.211340206185567
cat,cat_0660.jpg,252,418,0.6028708133971292
cat,cat_0661.jpg,324,300,1.08
cat,cat_0662.jpg,207,192,1.078125
cat,cat_0663.jpg,303,289,1.0484429065743945
cat,cat_0664.jpg,279,465,0.6
cat,cat_0665.jpg,230,239,0.9623430962343096
cat,cat_0666.jpg,278,208,1.3365384615384615
cat,cat_0667.jpg,378,356,1.0617977528089888
cat,cat_0668.jpg,132,129,1.0232558139534884
cat,cat_0669.jpg,250,286,0.8741258741258742
cat,cat_0670.jpg,275,326,0.843558282208589
cat,cat_0671.jpg,335,311,1.0771704180064308
cat,cat_0672.jpg,398,357,1.1148459383753502
cat,cat_0673.jpg,479,346,1.384393063583815
cat,cat_0674.jpg,321,458,0.7008733624454149
cat,cat_0675.jpg,360,491,0.7331975560081466
cat,cat_0676.jpg,167,347,0.4812680115273775
cat,cat_0677.jpg,208,426,0.48826291079812206
cat,cat_0678.jpg,287,317,0.9053627760252366
cat,cat_0679.jpg,93,144,0.6458333333333334
cat,cat_0680.jpg,209,266,0.7857142857142857
cat,cat_0681.jpg,194,310,0.6258064516129033
cat,cat_0682.jpg,212,372,0.5698924731182796
cat,cat_0683.jpg,451,373,1.2091152815013404
cat,cat_0684.jpg,230,270,0.8518518518518519
cat,cat_0685.jpg,266,254,1.047244094488189
cat,cat_0686.jpg,432,224,1.9285714285714286
cat,cat_0687.jpg,347,265,1.3094339622641509
cat,cat_0688.jpg,283,378,0.7486772486772487
cat,cat_0689.jpg,333,257,1.2957198443579767
cat,cat_0690.jpg,381,368,1.0353260869565217
cat,cat_0691.jpg,149,212,0.7028301886792453
cat,cat_0692.jpg,320,319,1.0031347962382444
cat,cat_0693.jpg,357,367,0.9727520435967303
cat,cat_0694.jpg,380,343,1.1078717201166182
cat,cat_0695.jpg,173,130,1.3307692307692307
cat,cat_0696.jpg,345,287,1.2020905923344947
cat,cat_0697.jpg,366,465,0.7870967741935484
cat,cat_0698.jpg,184,286,0.6433566433566433
cat,cat_0699.jpg,412,368,1.1195652173913044
cat,cat_0700.jpg,162,92,1.7608695652173914
cat,cat_0701.jpg,380,289,1.314878892733564
cat,cat_0702.jpg,167,216,0.7731481481481481
cat,cat_0703.jpg,209,305,0.6852459016393443
cat,cat_0704.jpg,480,381,1.2598425196850394
cat,cat_0705.jpg,472,266,1.7744360902255638
cat,cat_0706.jpg,223,284,0.7852112676056338
cat,cat_0707.jpg,368,326,1.1288343558282208
cat,cat_0708.jpg,324,206,1.5728155339805825
cat,cat_0709.jpg,372,333,1.117117117117117
cat,cat_0710.jpg,210,402,0.5223880597014925
cat,cat_0711.jpg,376,470,0.8
cat,cat_0712.jpg,295,374,0.7887700534759359
cat,cat_0713.jpg,363,222,1.635135135135135
cat,cat_0714.jpg,240,356,0.6741573033707865
cat,cat_0715.jpg,346,393,0.8804071246819338
cat,cat_0716.jpg,409,467,0.8758029978586723
cat,cat_0717.jpg,349,435,0.8022988505747126
cat,cat_0718.jpg,335,427,0.7845433255269321
cat,cat_0719.jpg,266,304,0.875
cat,cat_0720.jpg,214,163,1.312883435582822
cat,cat_0721.jpg,265,176,1.5056818181818181
cat,cat_0722.jpg,192,225,0.8533333333333334
cat,cat_0723.jpg,345,407,0.8476658476658476
cat,cat_0724.jpg,320,373,0.8579088471849866
cat,cat_0725.jpg,405,370,1.0945945945945945
cat,cat_0726.jpg,77,156,0.4935897435897436
cat,cat_0727.jpg,463,257,1.801556420233463
cat,cat_0728.jpg,452,298,1.516778523489933
cat,cat_0729.jpg,335,325,1.0307692307692307
cat,cat_0730.jpg,470,370,1.2702702702702702
cat,cat_0731.jpg,174,174,1.0
cat,cat_0732.jpg,217,168,1.2916666666666667
cat,cat_0733.jpg,276,263,1.049429657794677
cat,cat_0734.jpg,409,372,1.0994623655913978
cat,cat_0735.jpg,435,345,1.2608695652173914
cat,cat_0736.jpg,365,491,0.7433808553971487
cat,cat_0737.jpg,496,488,1.0163934426229508
cat,cat_0738.jpg,460,371,1.2398921832884098
cat,cat_0739.jpg,329,312,1.0544871794871795
cat,cat_0740.jpg,462,345,1.3391304347826087
cat,cat_0741.jpg,88,181,0.4861878453038674
cat,cat_0742.jpg,419,219,1.91324200913242
cat,cat_0743.jpg,469,253,1.8537549407114624
cat,cat_0744.jpg,432,254,1.7007874015748032
cat,cat_0745.jpg,440,469,0.9381663113006397
cat,cat_0746.jpg,254,148,1.7162162162162162
cat,cat_0747.jpg,475,475,1.0
cat,cat_0748.jpg,316,286,1.1048951048951048
cat,cat_0749.jpg,237,270,0.8777777777777778
cat,cat_0750.jpg,160,189,0.8465608465608465
cat,cat_0751.jpg,309,199,1.5527638190954773
cat,cat_0752.jpg,439,367,1.1961852861035422
cat,cat_0753.jpg,411,261,1.5747126436781609
cat,cat_0754.jpg,264,471,0.5605095541401274
cat,cat_0755.jpg,352,291,1.2096219931271477
cat,cat_0756.jpg,213,262,0.8129770992366412
cat,cat_0757.jpg,231,279,0.8279569892473119
cat,cat_0758.jpg,411,350,1.1742857142857144
cat,cat_0759.jpg,380,451,0.8425720620842572
cat,cat_0760.jpg,396,499,0.7935871743486974
cat,cat_0761.jpg,441,249,1.7710843373493976
cat,cat_0762.jpg,204,337,0.6053412462908012
cat,cat_0763.jpg,230,472,0.4872881355932203
cat,cat_0764.jpg,290,250,1.16
cat,cat_0765.jpg,368,244,1.5081967213114753
cat,cat_0766.jpg,364,318,1.1446540880503144
cat,cat_0767.jpg,230,179,1.2849162011173185
cat,cat_0768.jpg,166,157,1.0573248407643312
cat,cat_0769.jpg,282,232,1.2155172413793103
cat,cat_0770.jpg,245,233,1.0515021459227467
cat,cat_0771.jpg,236,259,0.9111969111969112
cat,cat_0772.jpg,402,371,1.0835579514824798
cat,cat_0773.jpg,467,495,0.9434343434343434
cat,cat_0774.jpg,452,423,1.0685579196217494
cat,cat_0775.jpg,398,390,1.0205128205128204
cat,cat_0776.jpg,200,183,1.092896174863388
cat,cat_0777.jpg,386,349,1.1060171919770774
